"","id","data_format","cases","access","file_name","submitter_id","data_category","type","platform","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"607","fad07753-c9c6-4eba-8f43-09740bff6d69","TSV","TCGA-D8-A1JI-01A-11R-A13Q-07","open","4e3fbf45-1a73-437b-8d85-29aa0c8ac6b0.rna_seq.augmented_star_gene_counts.tsv","0ea20458-cd5f-423f-92c1-8341ecaf860b","Transcriptome Profiling","gene_expression","Illumina",4237457,"2021-12-13T22:25:31.940525-06:00","5e5fe7699c7ffcd79fbbdf2dc129ca63","2024-07-30T09:35:01.462837-05:00","fad07753-c9c6-4eba-8f43-09740bff6d69","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","eccb5685-f7a4-43ce-9515-820e3f1e56a1","released","4e3fbf45-1a73-437b-8d85-29aa0c8ac6b0_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A1JI","TCGA-D8-A1JI-01A"
"608","8849e5bf-ff35-4cbf-972c-01fb92201a73","TSV","TCGA-BH-A208-11A-51R-A157-07","open","feb7140e-d822-4462-8dfa-7a63805ac740.rna_seq.augmented_star_gene_counts.tsv","fbb38399-4969-4b6e-8e6f-a6f22a61bded","Transcriptome Profiling","gene_expression","Illumina",4257533,"2021-12-13T22:37:53.515608-06:00","e2a6d47d3a8a4d33f7ed25851b21da3f","2024-07-30T09:23:30.436422-05:00","8849e5bf-ff35-4cbf-972c-01fb92201a73","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","954dbbb2-d165-4532-b9f2-9e001932c8f1","released","feb7140e-d822-4462-8dfa-7a63805ac740_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-BH-A208","TCGA-BH-A208-11A"
"609","1a8d6cfd-095d-4461-875a-56d27816a0f5","TSV","TCGA-E2-A10A-01A-21R-A115-07","open","d32c4662-2b0b-4f78-b031-e6ff5286664c.rna_seq.augmented_star_gene_counts.tsv","6390c1c6-68ea-4995-aa50-291b92b2f5c2","Transcriptome Profiling","gene_expression","Illumina",4247023,"2021-12-13T21:45:10.907891-06:00","be604e287bd0eac5dcb2ddc1d5d03e9c","2024-07-30T09:57:49.965340-05:00","1a8d6cfd-095d-4461-875a-56d27816a0f5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","de240e8a-93a4-445f-9a59-da66872be7a6","released","d32c4662-2b0b-4f78-b031-e6ff5286664c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A10A","TCGA-E2-A10A-01A"
"611","3173d46f-7344-41e4-bd4c-027fe5b5ec06","TSV","TCGA-BH-A0DE-01A-11R-A115-07","open","876216c7-72a1-4b1e-bd2b-fcb125ca91ae.rna_seq.augmented_star_gene_counts.tsv","9246c71d-5e8b-4dc3-a87d-1fad841ad222","Transcriptome Profiling","gene_expression","Illumina",4243729,"2021-12-13T22:25:46.660396-06:00","bfd0fe0c2be47325b564adfc2e6022c4","2024-07-30T10:07:02.480287-05:00","3173d46f-7344-41e4-bd4c-027fe5b5ec06","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","1562ab3e-58da-49e1-83cf-75fbd98bc119","released","876216c7-72a1-4b1e-bd2b-fcb125ca91ae_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0DE","TCGA-BH-A0DE-01A"
"614","6487c7e6-38ad-417c-8009-6c899fe74a64","TSV","TCGA-E2-A9RU-01A-11R-A41B-07","open","687d5cbd-0877-4e31-86d7-9fcb32a82f10.rna_seq.augmented_star_gene_counts.tsv","06551ccd-6a7e-4ce8-be36-082bc2960505","Transcriptome Profiling","gene_expression","Illumina",4217812,"2021-12-13T22:01:14.805105-06:00","297aa3d4c5e9fcf590b8ccd8387cd598","2024-07-30T09:22:34.917407-05:00","6487c7e6-38ad-417c-8009-6c899fe74a64","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d097728f-80c3-4c56-9d26-6f8c0470e50d","released","687d5cbd-0877-4e31-86d7-9fcb32a82f10_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A9RU","TCGA-E2-A9RU-01A"
"615","fd371070-c312-4eca-b3da-d41b1c8a86a7","TSV","TCGA-D8-A13Z-01A-11R-A115-07","open","47e6db9a-52b4-4a3b-8c5f-1cb8fa48f7ea.rna_seq.augmented_star_gene_counts.tsv","362096a3-04f3-42a4-afba-8b382c1a9615","Transcriptome Profiling","gene_expression","Illumina",4252900,"2021-12-13T22:21:30.465131-06:00","f5e6fffe2485ffd6ce797eddca68e173","2024-07-30T10:08:53.453183-05:00","fd371070-c312-4eca-b3da-d41b1c8a86a7","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","66fd585e-d625-4d09-bfd9-f22e260e1f9e","released","47e6db9a-52b4-4a3b-8c5f-1cb8fa48f7ea_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A13Z","TCGA-D8-A13Z-01A"
"619","0a511373-8fd3-433a-a5e1-877530d6a239","TSV","TCGA-A7-A13E-01A-11R-A12P-07","open","5991af25-0b64-43d2-867a-6b9713b17af9.rna_seq.augmented_star_gene_counts.tsv","ab606df9-bdf7-4292-b49f-e2bd65f98302","Transcriptome Profiling","gene_expression","Illumina",4237547,"2021-12-13T22:03:38.528323-06:00","b2c3b9c92c07f366e07a93c82b3668c4","2024-07-30T10:04:54.074216-05:00","0a511373-8fd3-433a-a5e1-877530d6a239","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","b9cdfbda-cb87-4595-a642-9399b0c2e8dc","released","5991af25-0b64-43d2-867a-6b9713b17af9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A7-A13E","TCGA-A7-A13E-01A"
"622","10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f","TSV","TCGA-AN-A0XL-01A-11R-A10J-07","open","05b55f88-290a-4abd-bbc3-44561ba1f8b7.rna_seq.augmented_star_gene_counts.tsv","9720daf6-29a9-45ae-a590-6c170493af1a","Transcriptome Profiling","gene_expression","Illumina",4245933,"2021-12-13T21:45:33.844295-06:00","63543a54590e2ed3012fd15c88db4d88","2024-07-30T09:37:59.227323-05:00","10d1a1f0-c89b-4b1e-93fa-7c6fd7f5bb8f","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","c51fd148-c3a5-4371-a8f0-5fa65f41d30a","released","05b55f88-290a-4abd-bbc3-44561ba1f8b7_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A0XL","TCGA-AN-A0XL-01A"
"623","478c9754-5a19-477b-8b9d-0825f95f88ff","TSV","TCGA-E2-A570-01A-11R-A29R-07","open","80982d2d-ce35-4251-a545-391c0d6295d8.rna_seq.augmented_star_gene_counts.tsv","aa5c5ac6-4d5e-4d48-8e1c-329d0225ab41","Transcriptome Profiling","gene_expression","Illumina",4240162,"2021-12-13T22:10:04.383798-06:00","67079dded2516271a203de481f72137d","2024-07-30T09:26:55.166423-05:00","478c9754-5a19-477b-8b9d-0825f95f88ff","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","9c9aa181-1a27-4a86-9b64-04c5529f705a","released","80982d2d-ce35-4251-a545-391c0d6295d8_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A570","TCGA-E2-A570-01A"
"624","44c12577-af9f-4f8c-8b18-24269d6604cb","TSV","TCGA-S3-AA0Z-01A-11R-A41B-07","open","c7066edf-43fc-4bcf-bb63-ab75860d2410.rna_seq.augmented_star_gene_counts.tsv","7e9d9493-7e06-407e-8db7-618487c84783","Transcriptome Profiling","gene_expression","Illumina",4250788,"2021-12-13T22:08:50.270769-06:00","646ec57f810fa2c31d55456699f0fba2","2024-07-30T09:57:24.447277-05:00","44c12577-af9f-4f8c-8b18-24269d6604cb","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","fb4f9d4f-c722-4b12-a344-bef169fc2ed9","released","c7066edf-43fc-4bcf-bb63-ab75860d2410_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-S3-AA0Z","TCGA-S3-AA0Z-01A"
"625","1d8697f1-4e89-4987-b26b-a29d791f19ca","TSV","TCGA-LL-A8F5-01A-11R-A36F-07","open","7d2b6ff4-8f35-41cf-b078-3e78d0b81800.rna_seq.augmented_star_gene_counts.tsv","5d692a85-a253-4a32-8aae-c9a61f69dcf4","Transcriptome Profiling","gene_expression","Illumina",4232606,"2021-12-13T21:52:39.234441-06:00","fd3a1e9594e49324f9499fac9e31fcdf","2024-07-30T10:06:20.261442-05:00","1d8697f1-4e89-4987-b26b-a29d791f19ca","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","f4ac0df4-98d1-46fe-bce8-ee411a24c087","released","7d2b6ff4-8f35-41cf-b078-3e78d0b81800_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-LL-A8F5","TCGA-LL-A8F5-01A"
"627","7d0189e8-9726-439a-b5e4-b650bc33794b","TSV","TCGA-BH-A0C7-01B-11R-A115-07","open","488d0d81-4872-4204-b8e8-745e64a35d65.rna_seq.augmented_star_gene_counts.tsv","d7bdf37e-ba57-4562-8918-7987086f7bdc","Transcriptome Profiling","gene_expression","Illumina",4257448,"2021-12-13T22:11:16.378627-06:00","a226781deb6b2498d54ed44ebe7ed4e2","2024-07-30T09:29:42.448043-05:00","7d0189e8-9726-439a-b5e4-b650bc33794b","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","e964824f-c80a-4881-8dc4-193aa843af46","released","488d0d81-4872-4204-b8e8-745e64a35d65_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0C7","TCGA-BH-A0C7-01B"
"629","3c2914f4-200f-4bec-93f0-b0fdb6460378","TSV","TCGA-PL-A8LZ-01A-31R-A36F-07","open","61d00f8c-f198-4181-82bd-99b063dfffc6.rna_seq.augmented_star_gene_counts.tsv","909b087b-ac90-43d6-ad66-d243e781b966","Transcriptome Profiling","gene_expression","Illumina",4238683,"2021-12-13T21:47:07.405031-06:00","d5cf8e212e017afadbb52e989b97e7f7","2024-07-30T09:54:40.993251-05:00","3c2914f4-200f-4bec-93f0-b0fdb6460378","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d9c4cfff-cf96-4bf6-86e1-f6147705a09d","released","61d00f8c-f198-4181-82bd-99b063dfffc6_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-PL-A8LZ","TCGA-PL-A8LZ-01A"
"630","1dacccf9-58ae-490f-9f3f-31c82f93b3b8","TSV","TCGA-AN-A0FW-01A-11R-A034-07","open","b707621f-1f89-4058-be18-33020b9ebec3.rna_seq.augmented_star_gene_counts.tsv","cdb6d378-e8f0-46fc-bbc9-6d5bfbef5dbe","Transcriptome Profiling","gene_expression","Illumina",4244756,"2021-12-13T22:34:02.185189-06:00","352d2d202aa647394d7a3a6182db11ef","2024-07-30T10:04:26.007935-05:00","1dacccf9-58ae-490f-9f3f-31c82f93b3b8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","c7511841-809d-4591-89b8-f05ec73f8bd2","released","b707621f-1f89-4058-be18-33020b9ebec3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A0FW","TCGA-AN-A0FW-01A"
"631","21836f98-cc95-46d3-8f40-6c9625f940ba","TSV","TCGA-LL-A6FQ-01A-11R-A31O-07","open","b6df0d7c-1c41-4b7d-8685-ce6fba4e7ab3.rna_seq.augmented_star_gene_counts.tsv","15a6dcc7-e65e-474f-a561-1794d26823e4","Transcriptome Profiling","gene_expression","Illumina",4228706,"2021-12-13T21:47:38.198076-06:00","fc906144d7aabf338da29eb930f785be","2024-07-30T09:20:45.827117-05:00","21836f98-cc95-46d3-8f40-6c9625f940ba","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","998d34ed-464a-4f48-92c2-8333ee5b7635","released","b6df0d7c-1c41-4b7d-8685-ce6fba4e7ab3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-LL-A6FQ","TCGA-LL-A6FQ-01A"
"634","9c0043c4-b65a-42ca-9f02-fe1cef04beaf","TSV","TCGA-B6-A0RS-01A-11R-A084-07","open","17dfa221-f092-45ed-a2e4-5798ddfc0ce9.rna_seq.augmented_star_gene_counts.tsv","5bc3a8ef-ac14-456b-b7fe-7c5b82fc7235","Transcriptome Profiling","gene_expression","Illumina",4244005,"2021-12-13T21:56:20.952198-06:00","b979c1b0eb44ec08802a3ca2a12acf59","2024-07-30T09:43:59.623753-05:00","9c0043c4-b65a-42ca-9f02-fe1cef04beaf","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","e5646b4b-35f2-4a8d-bc41-d920181d4d83","released","17dfa221-f092-45ed-a2e4-5798ddfc0ce9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-B6-A0RS","TCGA-B6-A0RS-01A"
"636","bbd09e9b-84ba-458f-a595-b03069b843dd","TSV","TCGA-A2-A0T0-01A-22R-A084-07","open","2100a159-27a6-47f2-a2f2-58f5343e88b0.rna_seq.augmented_star_gene_counts.tsv","39ad3588-c02c-40fb-80ef-0515d26c4a9d","Transcriptome Profiling","gene_expression","Illumina",4241021,"2021-12-13T21:54:19.676329-06:00","9e7c5927530a08b7b71f8c7999aa97cc","2024-07-30T10:05:55.532152-05:00","bbd09e9b-84ba-458f-a595-b03069b843dd","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ddccf130-1045-42cf-a039-48613663a8f1","released","2100a159-27a6-47f2-a2f2-58f5343e88b0_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0T0","TCGA-A2-A0T0-01A"
"638","c9920595-31f2-4977-b6bd-c0fa3ffcf461","TSV","TCGA-E9-A1RB-01A-11R-A157-07","open","b0c13073-8725-4707-983c-506fe46205d7.rna_seq.augmented_star_gene_counts.tsv","f64a5e7a-736e-41f9-9ce3-1be034c944d0","Transcriptome Profiling","gene_expression","Illumina",4251965,"2021-12-13T22:32:31.057648-06:00","4f0eb058ab5f108ea322e950ad7c5799","2024-07-30T09:34:57.829334-05:00","c9920595-31f2-4977-b6bd-c0fa3ffcf461","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","2636fc78-bb08-40e3-b81f-ae1b8d3cb874","released","b0c13073-8725-4707-983c-506fe46205d7_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1RB","TCGA-E9-A1RB-01A"
"639","447e3faf-a5f2-4739-b2aa-c907f33b634a","TSV","TCGA-E9-A1RB-11A-33R-A157-07","open","4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1.rna_seq.augmented_star_gene_counts.tsv","9c8f7aa3-44e8-4d87-8400-523d6e9dd8ed","Transcriptome Profiling","gene_expression","Illumina",4254469,"2021-12-13T21:48:48.618178-06:00","0c2c06a95afeed8fa3473b357206a390","2024-07-30T09:50:15.040233-05:00","447e3faf-a5f2-4739-b2aa-c907f33b634a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","46c906b0-f623-4fa0-ac20-9bc15e2626fb","released","4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-E9-A1RB","TCGA-E9-A1RB-11A"
"640","46933fec-1800-4da5-814c-30cce4ae2fb5","TSV","TCGA-AC-A5XU-01A-11R-A28M-07","open","afd15ee9-ef38-4d14-b1c1-7f4267fe6a04.rna_seq.augmented_star_gene_counts.tsv","ed42483e-5921-4d43-81c0-e5c58e513d14","Transcriptome Profiling","gene_expression","Illumina",4243311,"2021-12-13T22:41:04.061132-06:00","7ae7824aaef02fa2c5902b6b08862a3c","2024-07-30T09:51:11.981710-05:00","46933fec-1800-4da5-814c-30cce4ae2fb5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","2dfc0927-a701-454f-ad3c-276f53660caf","released","afd15ee9-ef38-4d14-b1c1-7f4267fe6a04_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AC-A5XU","TCGA-AC-A5XU-01A"
"642","3f44f7ab-7299-4b8e-b2b9-16ed5291e727","TSV","TCGA-OL-A66I-01A-21R-A29R-07","open","5ea12b9b-56ac-4d0c-8761-bf172b2f23e0.rna_seq.augmented_star_gene_counts.tsv","74a0e311-8875-42f9-aee9-20448b5d62a9","Transcriptome Profiling","gene_expression","Illumina",4244189,"2021-12-13T22:22:42.058034-06:00","24acd7a1228998ab1e6f3e9bbc0eaca4","2024-07-30T09:25:44.682034-05:00","3f44f7ab-7299-4b8e-b2b9-16ed5291e727","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","472d547a-da92-4a8a-ab40-801e7745184d","released","5ea12b9b-56ac-4d0c-8761-bf172b2f23e0_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-OL-A66I","TCGA-OL-A66I-01A"
"643","7d496f9f-8a04-496a-ad25-68b1b72f864a","TSV","TCGA-D8-A1XK-01A-21R-A14M-07","open","c07a2fe2-d51d-4fd6-a36e-9f04fc3b6c05.rna_seq.augmented_star_gene_counts.tsv","ba524385-879b-4d91-aeeb-6a894002b7fc","Transcriptome Profiling","gene_expression","Illumina",4246838,"2021-12-13T22:12:16.834067-06:00","28b5125dd051111339fbb56dcc9a7b18","2024-07-30T09:37:21.095367-05:00","7d496f9f-8a04-496a-ad25-68b1b72f864a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","e6ecaa0d-0976-4f05-a17b-6f9fdde873bc","released","c07a2fe2-d51d-4fd6-a36e-9f04fc3b6c05_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A1XK","TCGA-D8-A1XK-01A"
"645","1dd898ab-3b85-4932-b889-0eb0a494f2b6","TSV","TCGA-A2-A0CU-01A-12R-A034-07","open","e0e050cc-5e2a-41fc-8394-b4816a9dc8a2.rna_seq.augmented_star_gene_counts.tsv","95f3a1dc-5651-4ff8-965b-3d6820385cf0","Transcriptome Profiling","gene_expression","Illumina",4242201,"2021-12-13T22:05:24.743515-06:00","2edc4071ee61ac47fd0ff24e61e353d4","2024-07-30T09:47:21.044026-05:00","1dd898ab-3b85-4932-b889-0eb0a494f2b6","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","0a4376f3-7132-4bf1-86bf-df060886982c","released","e0e050cc-5e2a-41fc-8394-b4816a9dc8a2_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0CU","TCGA-A2-A0CU-01A"
"646","f24d6e88-634e-4d86-b993-76a40f1190d0","TSV","TCGA-BH-A0AU-11A-11R-A12P-07","open","f201e2e9-dfb0-4a53-bd68-56f4e87604d3.rna_seq.augmented_star_gene_counts.tsv","e5e662f4-82ec-4cb0-9be6-34a190eb094b","Transcriptome Profiling","gene_expression","Illumina",4252668,"2021-12-13T21:46:29.814912-06:00","9ca1c2f708ad9254dd6af87e538a512b","2024-07-30T10:06:01.713123-05:00","f24d6e88-634e-4d86-b993-76a40f1190d0","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","9d2e9841-5303-4e4c-b9f1-aa99834857be","released","f201e2e9-dfb0-4a53-bd68-56f4e87604d3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-BH-A0AU","TCGA-BH-A0AU-11A"
"648","ec7b77d4-41a2-4892-be79-23cb24f986d3","TSV","TCGA-D8-A1XQ-01A-11R-A14M-07","open","7d736f2b-b73e-4fc1-8d3f-9f350f88171a.rna_seq.augmented_star_gene_counts.tsv","9e298cdd-501b-4b7c-bc13-43aa42bfa347","Transcriptome Profiling","gene_expression","Illumina",4247933,"2021-12-13T21:45:36.784998-06:00","4e9062338df094d1c925deabe44e949d","2024-07-30T09:50:40.975402-05:00","ec7b77d4-41a2-4892-be79-23cb24f986d3","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","68059d12-fb27-4ebd-9d9f-79bd38eb485c","released","7d736f2b-b73e-4fc1-8d3f-9f350f88171a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A1XQ","TCGA-D8-A1XQ-01A"
"650","fbdb3ca1-c7c8-437e-a315-25e3bc623236","TSV","TCGA-AO-A1KP-01A-11R-A13Q-07","open","a740aa2d-a410-443f-99f4-3a123deb2f41.rna_seq.augmented_star_gene_counts.tsv","6bb74506-2328-46cf-aba5-0635b48b9277","Transcriptome Profiling","gene_expression","Illumina",4249746,"2021-12-13T21:57:05.731328-06:00","d80aa84d3e46dcad140ecf925f516161","2024-07-30T08:51:41.290178-05:00","fbdb3ca1-c7c8-437e-a315-25e3bc623236","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","3097073a-c7ca-48ef-9473-c536a9bd96d5","released","a740aa2d-a410-443f-99f4-3a123deb2f41_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AO-A1KP","TCGA-AO-A1KP-01A"
